,SGX: Turnover: Shares: Total,Foreign Exchange Market: SGD: Total Turnover
Region,Singapore,Singapore
Subnational,,
Frequency,"Daily, ""5 observation""",Monthly
Unit,Share mn,SGD mn
Source,The Business Times,Monetary Authority of Singapore
Status,Active,Active
Series ID,35960701 (SDIGA),471805317 (SZOADDABEAAANS)
SR Code,SR763792,SR154104557
Trade Code,,
Mnemonic,,
Function Description,,
First Obs. Date,08/31/1998,07/01/2021
Last Obs. Date,03/30/2026,02/01/2026
Last Update Time,31/03/2026,31/03/2026
Series Remarks,,
Suggestions,,
10/29/2015,1406.634,
10/30/2015,1092.256,
11/02/2015,1450.022,
11/03/2015,1554.456,
11/04/2015,2112.877,
11/05/2015,1350.608,
11/06/2015,1233.461,
11/09/2015,1297.594,
11/11/2015,1372.896,
11/12/2015,1252.152,
11/13/2015,1544.11,
11/16/2015,1299.2,
11/17/2015,1501.127,
11/18/2015,1118.566,
11/19/2015,1138.292,
11/20/2015,1103.089,
11/23/2015,1129.277,
11/24/2015,1458.987,
11/25/2015,1100.466,
11/26/2015,1081.44,
11/27/2015,1210.054,
11/30/2015,1597.327,
12/01/2015,1176.637,
12/02/2015,1095.978,
12/03/2015,1178.016,
12/04/2015,1327.978,
12/07/2015,1008.104,
12/08/2015,1136.411,
12/09/2015,964.846,
12/10/2015,1172.951,
12/11/2015,1107.596,
12/14/2015,1128.484,
12/15/2015,1031.569,
12/16/2015,1102.787,
12/17/2015,1118.47,
12/18/2015,945.159,
12/21/2015,1022.74,
12/22/2015,1309.348,
12/23/2015,1391.394,
12/24/2015,618.808,
12/28/2015,710.577,
12/29/2015,810.113,
12/30/2015,1055.807,
12/31/2015,644.907,
01/04/2016,1266.242,
01/05/2016,1501.36,
01/06/2016,1359.983,
01/07/2016,1608.466,
01/08/2016,1621.791,
01/11/2016,1940.509,
01/12/2016,1901.555,
01/13/2016,1306.658,
01/14/2016,1593.425,
01/15/2016,2111.446,
01/18/2016,1590.317,
01/19/2016,1417.339,
01/20/2016,1284.863,
01/21/2016,1321.055,
01/22/2016,1410.631,
01/25/2016,1014.729,
01/26/2016,877.351,
01/27/2016,952.105,
01/28/2016,951.212,
01/29/2016,1354.288,
02/01/2016,1166.347,
02/02/2016,823.905,
02/03/2016,825.958,
02/04/2016,920.667,
02/05/2016,1024.39,
02/10/2016,894.821,
02/11/2016,998.839,
02/12/2016,1071.454,
02/15/2016,1053.034,
02/16/2016,1322.59,
02/17/2016,1157.489,
02/18/2016,1335.428,
02/19/2016,1138.895,
02/22/2016,1466.539,
02/23/2016,1520.218,
02/24/2016,1475.392,
02/25/2016,1292.816,
02/26/2016,1370.389,
02/29/2016,1690.621,
03/01/2016,1597.872,
03/02/2016,2248.984,
03/03/2016,2205.907,
03/04/2016,2221.596,
03/07/2016,2973.561,
03/08/2016,2782.745,
03/09/2016,2152.293,
03/10/2016,2639.984,
03/11/2016,2149.135,
03/14/2016,1550.518,
03/15/2016,2002.566,
03/16/2016,1486.966,
03/17/2016,1743.181,
03/18/2016,2121.638,
03/21/2016,1736.969,
03/22/2016,2203.798,
03/23/2016,1550.584,
03/24/2016,2175.319,
03/28/2016,2603.093,
03/29/2016,1836.308,
03/30/2016,1824.41,
03/31/2016,2699.57,
04/01/2016,1832.729,
04/04/2016,1490.771,
04/05/2016,1627.308,
04/06/2016,1445.422,
04/07/2016,1582.925,
04/08/2016,1335.226,
04/11/2016,1385.912,
04/12/2016,1173.373,
04/13/2016,1971.881,
04/14/2016,1350.558,
04/15/2016,1215.076,
04/18/2016,1227.889,
04/19/2016,1593.582,
04/20/2016,1476.069,
04/21/2016,1738.055,
04/22/2016,1488.465,
04/25/2016,1099.047,
04/26/2016,1158.651,
04/27/2016,1205.446,
04/28/2016,1708.718,
04/29/2016,1253.591,
05/03/2016,1099.445,
05/04/2016,1137.153,
05/05/2016,1285.301,
05/06/2016,1275.669,
05/09/2016,1508.283,
05/10/2016,1333.937,
05/11/2016,1464.649,
05/12/2016,1828.715,
05/13/2016,1507.59,
05/16/2016,3175.336,
05/17/2016,2574.206,
05/18/2016,2444.822,
05/19/2016,1715.107,
05/20/2016,1677.104,
05/23/2016,1734.16,
05/24/2016,1641.688,
05/25/2016,1821.735,
05/26/2016,1568.119,
05/27/2016,1253.301,
05/30/2016,1226.113,
05/31/2016,2000.129,
06/01/2016,1524.868,
06/02/2016,1471.334,
06/03/2016,1189.508,
06/06/2016,1333.326,
06/07/2016,2033.216,
06/08/2016,2003.578,
06/09/2016,1109.891,
06/10/2016,1200.9,
06/13/2016,2243.975,
06/14/2016,1412.195,
06/15/2016,1613.636,
06/16/2016,1237.035,
06/17/2016,1344.8,
06/20/2016,1118.321,
06/21/2016,1210.355,
06/22/2016,1244.494,
06/23/2016,975.897,
06/24/2016,1533.118,
06/27/2016,1496.255,
06/28/2016,1514.614,
06/29/2016,1675.738,
06/30/2016,2270.383,
07/01/2016,1301.444,
07/04/2016,1892.633,
07/05/2016,2348.681,
07/07/2016,2070.482,
07/08/2016,2063.117,
07/11/2016,1651.18,
07/12/2016,2504.055,
07/13/2016,2686.209,
07/14/2016,715.395,
07/15/2016,2414.182,
07/18/2016,1939.188,
07/19/2016,1694.024,
07/20/2016,1796.839,
07/21/2016,1245.238,
07/22/2016,1379.683,
07/25/2016,1356.176,
07/26/2016,1465.056,
07/27/2016,1198.207,
07/28/2016,1470.559,
07/29/2016,1492.565,
08/01/2016,1642.988,
08/02/2016,1357.85,
08/03/2016,1577.395,
08/04/2016,1608.655,
08/05/2016,1668.043,
08/08/2016,1249.488,
08/10/2016,1564.289,
08/11/2016,1963.915,
08/12/2016,1810.39,
08/15/2016,1185.348,
08/16/2016,1429.246,
08/17/2016,1210.65,
08/18/2016,1023.73,
08/19/2016,1187.532,
08/22/2016,1710.696,
08/23/2016,1614.671,
08/24/2016,1320.779,
08/25/2016,1234.294,
08/26/2016,893.489,
08/29/2016,989.705,
08/30/2016,1351.649,
08/31/2016,1177.965,
09/01/2016,1416.123,
09/02/2016,1706.659,
09/05/2016,1323.61,
09/06/2016,1904.605,
09/07/2016,1567.652,
09/08/2016,1864.153,
09/09/2016,1711.946,
09/12/2016,8371.966,
09/13/2016,2041.269,
09/14/2016,1952.196,
09/15/2016,1535.215,
09/16/2016,1032.464,
09/19/2016,1904.209,
09/20/2016,1594.713,
09/21/2016,1906.387,
09/22/2016,1545.978,
09/23/2016,1361.687,
09/26/2016,1573.705,
09/27/2016,1736.942,
09/28/2016,1521.252,
09/29/2016,1774.15,
09/30/2016,1919.167,
10/03/2016,1378.357,
10/04/2016,1997.363,
10/05/2016,2435.906,
10/06/2016,2370.967,
10/10/2016,2445.765,
10/11/2016,2952.622,
10/12/2016,2465.66,
10/13/2016,2542.111,
10/14/2016,2667.974,
10/17/2016,2953.081,
10/18/2016,2104.892,
10/19/2016,1934.279,
10/20/2016,1847.335,
10/21/2016,1566.283,
10/24/2016,2581.76,
10/25/2016,1850.037,
10/26/2016,1704.872,
10/27/2016,1718.462,
10/28/2016,1380.416,
10/31/2016,1597.39,
11/01/2016,1631.313,
11/02/2016,1688.491,
11/03/2016,2412.412,
11/04/2016,1926.403,
11/07/2016,1844.718,
11/08/2016,2126.418,
11/09/2016,2736.465,
11/10/2016,2539.117,
11/11/2016,2302.192,
11/14/2016,2431.189,
11/15/2016,2063.001,
11/16/2016,2018.015,
11/17/2016,1810.649,
11/18/2016,1635.864,
11/21/2016,1786.216,
11/22/2016,2417.814,
11/23/2016,1569.002,
11/24/2016,1323.868,
11/25/2016,1685.378,
11/28/2016,1432.501,
11/29/2016,1880.431,
11/30/2016,2886.933,
12/01/2016,2302.731,
12/02/2016,1743.52,
12/05/2016,2142.799,
12/06/2016,1750.039,
12/07/2016,1798.519,
12/08/2016,1843.054,
12/09/2016,1812.785,
12/12/2016,2659.5,
12/13/2016,2340.488,
12/14/2016,1937.894,
12/15/2016,2070.838,
12/16/2016,2315.099,
12/19/2016,1861.912,
12/20/2016,1619.823,
12/21/2016,1365.874,
12/22/2016,1274.161,
12/23/2016,1457.23,
12/26/2016,7579,
12/27/2016,600.117,
12/28/2016,1189.314,
12/29/2016,1230.462,
12/30/2016,4432.483,
01/03/2017,1755.063,
01/04/2017,2249.484,
01/05/2017,2050.819,
01/06/2017,2172.282,
01/09/2017,2140.159,
01/10/2017,1878.902,
01/11/2017,1748.229,
01/12/2017,1731.354,
01/13/2017,1696.777,
01/16/2017,2785.299,
01/17/2017,1925.976,
01/18/2017,1565.612,
01/19/2017,1913.119,
01/20/2017,2372.53,
01/23/2017,2122.448,
01/24/2017,2286.587,
01/25/2017,1885.393,
01/26/2017,2332.552,
01/27/2017,865.026,
01/31/2017,1289.971,
02/01/2017,1895.215,
02/02/2017,2532.067,
02/03/2017,2757.614,
02/06/2017,2665.704,
02/07/2017,3665.261,
02/08/2017,3536.468,
02/09/2017,3148.249,
02/10/2017,3266.454,
02/13/2017,3262.584,
02/14/2017,3326.057,
02/15/2017,3252.381,
02/16/2017,3322.348,
02/17/2017,3782.546,
02/20/2017,2632.623,
02/21/2017,2903.819,
02/22/2017,2578.993,
02/23/2017,3459.484,
02/24/2017,3189.37,
02/27/2017,2254.094,
02/28/2017,2703.707,
03/01/2017,2249.484,
03/02/2017,2758.078,
03/03/2017,2203.898,
03/06/2017,2642.854,
03/07/2017,2465.976,
03/08/2017,2560.147,
03/09/2017,2306.07,
03/10/2017,2588.873,
03/13/2017,2214.806,
03/14/2017,2071.268,
03/15/2017,2258.017,
03/16/2017,2719.185,
03/17/2017,2220.222,
03/20/2017,1749.083,
03/21/2017,1526.296,
03/22/2017,2454.511,
03/23/2017,2258.705,
03/24/2017,2249.274,
03/27/2017,2999.206,
03/28/2017,2740.27,
03/29/2017,3306.438,
03/30/2017,3151.422,
03/31/2017,2598.984,
04/03/2017,2337.127,
04/04/2017,1763.413,
04/05/2017,3133.369,
04/06/2017,3128.351,
04/07/2017,3213.835,
04/10/2017,1974.4,
04/11/2017,2267.097,
04/12/2017,2368.245,
04/13/2017,2193.035,
04/17/2017,1316.701,
04/18/2017,2604.05,
04/19/2017,2671.459,
04/20/2017,2468.576,
04/21/2017,2174.627,
04/24/2017,3313.343,
04/25/2017,2705.972,
04/26/2017,2661.866,
04/27/2017,1817.623,
04/28/2017,1994.096,
05/02/2017,2390.029,
05/03/2017,1542.043,
05/04/2017,2233.145,
05/05/2017,4201.799,
05/08/2017,2626.939,
05/09/2017,2220.003,
05/11/2017,2118.778,
05/12/2017,2174.454,
05/15/2017,2775.836,
05/16/2017,2254.467,
05/17/2017,2274.791,
05/18/2017,1813.24,
05/19/2017,1976.492,
05/22/2017,2033.086,
05/23/2017,1990.357,
05/24/2017,1962.931,
05/25/2017,2022.734,
05/26/2017,1828.231,
05/29/2017,1758.374,
05/30/2017,1129.567,
05/31/2017,2205.46,
06/01/2017,2138.129,
06/02/2017,1913.903,
06/05/2017,1484.304,
06/06/2017,1628.754,
06/07/2017,1938.482,
06/08/2017,1891.88,
06/09/2017,2028.009,
06/12/2017,2218.159,
06/13/2017,1944.206,
06/14/2017,1917.42,
06/15/2017,2203.078,
06/16/2017,2326.265,
06/19/2017,1903.794,
06/20/2017,2688.562,
06/21/2017,2245.065,
06/22/2017,2089.661,
06/23/2017,1550.521,
06/27/2017,1565.066,
06/28/2017,2026.101,
06/29/2017,1701.542,
06/30/2017,1523.059,
07/03/2017,1246.361,
07/04/2017,1522.957,
07/05/2017,2619.312,
07/06/2017,2051.288,
07/07/2017,1392.405,
07/10/2017,1874.379,
07/11/2017,2093.864,
07/12/2017,2164.834,
07/13/2017,2380.42,
07/14/2017,2674.865,
07/17/2017,2281.044,
07/18/2017,2675.896,
07/19/2017,3638.513,
07/20/2017,3647.195,
07/21/2017,3698.42,
07/24/2017,3261.913,
07/25/2017,2782.434,
07/26/2017,2705.856,
07/27/2017,3119.438,
07/28/2017,2801.907,
07/31/2017,2786.75,
08/01/2017,2685.345,
08/02/2017,2007.865,
08/03/2017,2050.156,
08/04/2017,1792.514,
08/07/2017,1650.258,
08/08/2017,1848.676,
08/10/2017,2973.419,
08/11/2017,2646.224,
08/14/2017,2169.07,
08/15/2017,1740.21,
08/16/2017,1738.5,
08/17/2017,1985.99,
08/18/2017,1841.476,
08/21/2017,1228.799,
08/22/2017,1855.032,
08/23/2017,1805.155,
08/24/2017,2189.32,
08/25/2017,1699.672,
08/28/2017,1287.259,
08/29/2017,2001.803,
08/30/2017,1934.881,
08/31/2017,2184.891,
09/04/2017,1897.477,
09/05/2017,1667.284,
09/06/2017,1836.881,
09/07/2017,2010.894,
09/08/2017,1663.544,
09/11/2017,1365.461,
09/12/2017,1251.292,
09/13/2017,1776.126,
09/14/2017,2119.183,
09/15/2017,2027.484,
09/18/2017,1694.35,
09/19/2017,1554.866,
09/20/2017,1867.679,
09/21/2017,1777.27,
09/22/2017,1389.698,
09/25/2017,1849.23,
09/26/2017,1536.87,
09/27/2017,1740.51,
09/28/2017,2064.136,
09/29/2017,2255.288,
10/02/2017,1299.731,
10/03/2017,2036.434,
10/04/2017,1864.314,
10/05/2017,1147.645,
10/06/2017,2192.408,
10/09/2017,2157.706,
10/10/2017,1513.304,
10/11/2017,2069.038,
10/12/2017,2257.748,
10/13/2017,2035.966,
10/16/2017,1741.81,
10/17/2017,1456.321,
10/19/2017,3241.393,
10/20/2017,2510.24,
10/23/2017,1978.059,
10/24/2017,1725.668,
10/25/2017,1820.949,
10/26/2017,1761.161,
10/27/2017,1878.742,
10/30/2017,1874.773,
10/31/2017,2125.211,
11/01/2017,2530.101,
11/02/2017,2275.734,
11/03/2017,2045.431,
11/06/2017,2721.086,
11/07/2017,2715.379,
11/08/2017,2841.306,
11/09/2017,2486.612,
11/10/2017,2150.446,
11/13/2017,2237.511,
11/14/2017,2587.879,
11/15/2017,2025.361,
11/16/2017,1746.563,
11/17/2017,2290.051,
11/20/2017,2342.494,
11/21/2017,2495.139,
11/22/2017,2613.047,
11/23/2017,2630.832,
11/24/2017,2565.584,
11/27/2017,1669.535,
11/28/2017,2002.089,
11/29/2017,1588.721,
11/30/2017,2684.201,
12/01/2017,1994.026,
12/04/2017,1410.215,
12/05/2017,1686.358,
12/06/2017,1863.423,
12/07/2017,1556.04,
12/08/2017,1458.517,
12/11/2017,1523.206,
12/12/2017,1629.443,
12/13/2017,2435.081,
12/14/2017,1335.537,
12/15/2017,1454.845,
12/18/2017,1520.686,
12/19/2017,1620.465,
12/20/2017,1423.681,
12/21/2017,1197.637,
12/22/2017,1189.926,
12/26/2017,556.613,
12/27/2017,1247.196,
12/28/2017,1154.75,
12/29/2017,1128.602,
01/02/2018,1485.796,
01/03/2018,2470.331,
01/04/2018,2629.633,
01/05/2018,1962.863,
01/08/2018,1880.456,
01/09/2018,1828.989,
01/10/2018,1848.496,
01/11/2018,2871.3,
01/12/2018,2441.017,
01/15/2018,2249.925,
01/16/2018,2116.048,
01/17/2018,2115.72,
01/18/2018,1742.023,
01/19/2018,1465.311,
01/22/2018,1829.027,
01/23/2018,2550.045,
01/24/2018,2186.502,
01/25/2018,2410.835,
01/26/2018,1640.031,
01/29/2018,2329.125,
01/30/2018,3150.257,
01/31/2018,2295.213,
02/01/2018,2771.649,
02/02/2018,3889.209,
02/05/2018,2827.531,
02/06/2018,3755.13,
02/07/2018,2624.327,
02/08/2018,2020.358,
02/09/2018,2536.169,
02/12/2018,2465.288,
02/13/2018,2183.179,
02/14/2018,1884.771,
02/15/2018,1095.77,
02/19/2018,1378.983,
02/20/2018,1910.053,
02/21/2018,1854.793,
02/22/2018,1822.728,
02/23/2018,1886.032,
02/26/2018,1671.053,
02/27/2018,2521.515,
02/28/2018,2083.815,
03/01/2018,2240.942,
03/02/2018,2289.686,
03/05/2018,2387.12,
03/06/2018,2359.986,
03/07/2018,2664.067,
03/08/2018,1976.028,
03/09/2018,1752,
03/12/2018,1589.168,
03/13/2018,1480.925,
03/14/2018,1889.103,
03/15/2018,1965.776,
03/16/2018,1801.836,
03/19/2018,1633.141,
03/20/2018,1442.311,
03/21/2018,1372.934,
03/22/2018,1481.274,
03/23/2018,1898.614,
03/26/2018,1371.468,
03/27/2018,1226.946,
03/28/2018,1591.147,
03/29/2018,1473.559,
04/02/2018,823.433,
04/03/2018,1585.262,
04/04/2018,1875.831,
04/05/2018,1058.275,
04/06/2018,2185.658,
04/09/2018,1950.421,
04/10/2018,2048.838,
04/11/2018,1573.533,
04/12/2018,1600.731,
04/13/2018,1383.874,
04/16/2018,1642.119,
04/17/2018,2083.882,
04/18/2018,2206.545,
04/19/2018,1578.204,
04/20/2018,1479.363,
04/23/2018,1564.967,
04/24/2018,1489.456,
04/25/2018,2010.334,
04/26/2018,2728.52,
04/27/2018,2548.846,
04/30/2018,2181.787,
05/02/2018,2230.032,
05/03/2018,2217.155,
05/04/2018,2083.848,
05/07/2018,2180.149,
05/08/2018,1744.753,
05/09/2018,1681.242,
05/10/2018,1567.232,
05/11/2018,1853.458,
05/14/2018,1504.103,
05/15/2018,1409.424,
05/16/2018,1996.069,
05/17/2018,1474.319,
05/18/2018,1452.237,
05/21/2018,1277.698,
05/22/2018,1060.654,
05/23/2018,1352.987,
05/24/2018,1464.16,
05/25/2018,1413.432,
05/28/2018,1218.525,
05/30/2018,1925.566,
05/31/2018,2630.935,
06/01/2018,1826.274,
06/04/2018,1222.859,
06/05/2018,1068.313,
06/06/2018,1219.508,
06/07/2018,1273.168,
06/08/2018,1225.321,
06/11/2018,1295.608,
06/12/2018,1169.847,
06/13/2018,1130.907,
06/14/2018,1939.701,
06/18/2018,893.403,
06/19/2018,1260.204,
06/20/2018,1370.369,
06/21/2018,1385.682,
06/22/2018,1554.976,
06/25/2018,1632.431,
06/26/2018,1466.328,
06/27/2018,1297.757,
06/28/2018,1363.092,
06/29/2018,1402.366,
07/02/2018,787.615,
07/03/2018,1803.331,
07/04/2018,1947.103,
07/05/2018,1846.326,
07/06/2018,2266.836,
07/09/2018,1985.707,
07/10/2018,2394.002,
07/11/2018,2235.051,
07/12/2018,2163.304,
07/13/2018,1638.173,
07/16/2018,1666.859,
07/17/2018,1556.619,
07/18/2018,1430.174,
07/19/2018,1141.361,
07/20/2018,1367.116,
07/23/2018,1595.997,
07/24/2018,1504.248,
07/25/2018,1440.944,
07/26/2018,1424.348,
07/27/2018,1690.146,
07/30/2018,1452.026,
07/31/2018,1001.861,
08/01/2018,1327.178,
08/02/2018,1832.648,
08/03/2018,1726.293,
08/06/2018,1857.123,
08/07/2018,1987.597,
08/08/2018,1805.482,
08/10/2018,1696.586,
08/13/2018,2107.198,
08/14/2018,1756.336,
08/15/2018,1445.858,
08/16/2018,1519.921,
08/17/2018,989.945,
08/20/2018,1275.178,
08/21/2018,1078.13,
08/23/2018,1466.793,
08/24/2018,1252.441,
08/27/2018,1151.682,
08/28/2018,1295.197,
08/29/2018,1279.585,
08/30/2018,2236.864,
08/31/2018,2347.394,
09/03/2018,1808.784,
09/04/2018,1348.122,
09/05/2018,1655.401,
09/06/2018,916.452,
09/07/2018,1218.197,
09/10/2018,1822.642,
09/11/2018,1531.484,
09/12/2018,1855.31,
09/13/2018,2089.996,
09/14/2018,1437.861,
09/17/2018,1832.468,
09/18/2018,1429.39,
09/19/2018,1298.67,
09/20/2018,1648.013,
09/21/2018,1626.546,
09/24/2018,1050.357,
09/25/2018,1150.477,
09/26/2018,1218.327,
09/27/2018,1202.621,
09/28/2018,1697.651,
10/01/2018,1044.015,
10/02/2018,2198.9,
10/03/2018,1548.912,
10/04/2018,1648.691,
10/05/2018,1543.771,
10/08/2018,1822.26,
10/09/2018,1670.799,
10/10/2018,1581.535,
10/11/2018,2103.369,
10/12/2018,9213.279,
10/15/2018,1662.379,
10/16/2018,1793.287,
10/17/2018,1116.927,
10/18/2018,1980.462,
10/19/2018,1851.875,
10/22/2018,1592.881,
10/23/2018,1952.639,
10/24/2018,1598.456,
10/25/2018,1935.656,
10/26/2018,8849.778,
10/29/2018,1620.74,
10/30/2018,1926.413,
10/31/2018,2263.88,
11/01/2018,2325.841,
11/02/2018,2555.885,
11/05/2018,1332.548,
11/07/2018,1563.336,
11/08/2018,1739.853,
11/09/2018,1724.143,
11/12/2018,1563.459,
11/13/2018,2077.307,
11/14/2018,1812.163,
11/15/2018,1905.965,
11/16/2018,849.07,
11/19/2018,1006.359,
11/20/2018,1439.604,
11/21/2018,1246.409,
11/22/2018,1223.067,
11/23/2018,1103.687,
11/26/2018,1632.369,
11/27/2018,1824.727,
11/28/2018,2173.277,
11/29/2018,2197.988,
11/30/2018,1725.069,
12/03/2018,1772.034,
12/04/2018,1487.815,
12/05/2018,1255.596,
12/06/2018,1282.416,
12/07/2018,977.398,
12/10/2018,1095.363,
12/11/2018,1070.344,
12/12/2018,1098.839,
12/13/2018,889.457,
12/14/2018,1116.856,
12/17/2018,983.561,
12/18/2018,1133.979,
12/19/2018,987.967,
12/20/2018,1206.592,
12/21/2018,5620.951,
12/24/2018,583.769,
12/26/2018,481.423,
12/27/2018,992.718,
12/28/2018,940.106,
12/31/2018,518.364,
01/02/2019,1455.767,
01/03/2019,1157.477,
01/04/2019,1288.91,
01/07/2019,1392.171,
01/08/2019,1292.276,
01/09/2019,1598.431,
01/10/2019,1295.967,
01/11/2019,1560.35,
01/14/2019,1283.304,
01/15/2019,1593.098,
01/16/2019,1118.665,
01/17/2019,1697.623,
01/18/2019,2043.524,
01/21/2019,1783.6,
01/22/2019,1565.205,
01/23/2019,1272.344,
01/24/2019,1446.231,
01/25/2019,1625.675,
01/28/2019,1318.588,
01/29/2019,1715.895,
01/30/2019,1396.887,
01/31/2019,1374.849,
02/01/2019,1211.519,
02/04/2019,1359.046,
02/07/2019,816.918,
02/08/2019,1183.078,
02/11/2019,1552.01,
02/12/2019,1146.545,
02/13/2019,1286.426,
02/14/2019,1170.101,
02/15/2019,1415.421,
02/18/2019,1462.307,
02/19/2019,1113.958,
02/20/2019,1347.414,
02/21/2019,1341.656,
02/22/2019,1453.829,
02/25/2019,1604.947,
02/26/2019,1331.218,
02/27/2019,1243.066,
02/28/2019,1375.412,
03/01/2019,901.831,
03/04/2019,1421.534,
03/05/2019,1202.647,
03/06/2019,1137.181,
03/07/2019,894.702,
03/08/2019,1106.179,
03/11/2019,951.327,
03/12/2019,1180.303,
03/13/2019,816.338,
03/14/2019,849.278,
03/15/2019,1590.869,
03/18/2019,813.337,
03/19/2019,788.439,
03/20/2019,901.82,
03/21/2019,1012.47,
03/22/2019,821.513,
03/25/2019,906.437,
03/26/2019,1050.92,
03/27/2019,998.872,
03/28/2019,1079.658,
03/29/2019,954.518,
04/01/2019,895.515,
04/02/2019,921.88,
04/03/2019,1828.65,
04/04/2019,1373.817,
04/05/2019,952.405,
04/08/2019,993.304,
04/09/2019,1144.898,
04/10/2019,1043.804,
04/11/2019,1150.513,
04/12/2019,1250.189,
04/15/2019,1185.969,
04/16/2019,1305.517,
04/17/2019,1180.952,
04/18/2019,921.435,
04/22/2019,699.276,
04/23/2019,998.638,
04/24/2019,1172.357,
04/25/2019,920.088,
04/26/2019,948.8,
04/29/2019,1048.387,
04/30/2019,909.757,
05/02/2019,876.433,
05/03/2019,758.131,
05/06/2019,1438.607,
05/07/2019,1044.775,
05/08/2019,1475.402,
05/09/2019,1349.673,
05/10/2019,979.95,
05/13/2019,758.509,
05/14/2019,1349.288,
05/15/2019,1045.413,
05/16/2019,965.719,
05/17/2019,1169.005,
05/21/2019,1207.839,
05/22/2019,936.825,
05/23/2019,987.468,
05/24/2019,1336.013,
05/27/2019,921.367,
05/28/2019,928.225,
05/29/2019,1125.957,
05/30/2019,1251.052,
05/31/2019,922.772,
06/03/2019,1053.568,
06/04/2019,918.777,
06/06/2019,1126.906,
06/07/2019,542.341,
06/10/2019,1097.154,
06/11/2019,962.904,
06/12/2019,1149.532,
06/13/2019,1076.341,
06/14/2019,770.687,
06/17/2019,1200.011,
06/18/2019,1470.045,
06/19/2019,1631.905,
06/20/2019,1552.799,
06/21/2019,1765.445,
06/24/2019,1379.747,
06/25/2019,1152.168,
06/26/2019,1269.582,
06/27/2019,1356.435,
06/28/2019,1087.842,
07/01/2019,1084.675,
07/02/2019,1048.503,
07/03/2019,1567.232,
07/04/2019,1285.511,
07/05/2019,1333.883,
07/08/2019,1119.237,
07/09/2019,1219.23,
07/10/2019,1214.124,
07/11/2019,1416.744,
07/12/2019,1071.285,
07/15/2019,1190.132,
07/16/2019,1166.449,
07/17/2019,1035.353,
07/18/2019,1005.625,
07/19/2019,1477.257,
07/22/2019,1197.836,
07/23/2019,1337.291,
07/24/2019,1449.35,
07/25/2019,1173.645,
07/26/2019,1001.362,
07/29/2019,1296.808,
07/30/2019,1172.565,
07/31/2019,1147.374,
08/01/2019,925.768,
08/02/2019,1156.886,
08/05/2019,1193.602,
08/06/2019,1292.677,
08/07/2019,989.788,
08/08/2019,967.386,
08/13/2019,1366.097,
08/14/2019,1031.31,
08/15/2019,1275.635,
08/16/2019,1466.292,
08/19/2019,1371.875,
08/20/2019,1284.426,
08/21/2019,1043.138,
08/22/2019,1412.45,
08/23/2019,1064.245,
08/26/2019,1577.728,
08/27/2019,1176.636,
08/28/2019,887.623,
08/29/2019,1175.626,
08/30/2019,1052.266,
09/02/2019,825.805,
09/03/2019,1014.108,
09/04/2019,1382.626,
09/05/2019,733.832,
09/06/2019,894.37,
09/09/2019,889.579,
09/10/2019,919.861,
09/11/2019,1442.154,
09/12/2019,982.383,
09/13/2019,935.375,
09/16/2019,986.535,
09/17/2019,1014.127,
09/18/2019,902.954,
09/19/2019,844.134,
09/20/2019,1163.328,
09/23/2019,762.028,
09/24/2019,805.552,
09/25/2019,987.313,
09/26/2019,602.926,
09/27/2019,872.904,
09/30/2019,932.175,
10/01/2019,591.446,
10/02/2019,910.767,
10/03/2019,967.445,
10/04/2019,1006.337,
10/07/2019,580.262,
10/08/2019,939.033,
10/09/2019,896.549,
10/10/2019,968.449,
10/11/2019,1287.832,
10/14/2019,1117.954,
10/15/2019,971.449,
10/16/2019,1326.075,
10/17/2019,823.324,
10/18/2019,1180.645,
10/21/2019,899.812,
10/22/2019,1020.188,
10/23/2019,977.62,
10/24/2019,1304.388,
10/25/2019,1080.591,
10/29/2019,1083.431,
10/30/2019,1055.491,
10/31/2019,1324.234,
11/01/2019,1105.986,
11/04/2019,1135.621,
11/05/2019,1361.695,
11/06/2019,1702.082,
11/07/2019,1841.948,
11/08/2019,1866.237,
11/11/2019,1787.064,
11/12/2019,1632.144,
11/13/2019,1502.189,
11/14/2019,1617.088,
11/15/2019,2814.43,
11/18/2019,1590.093,
11/19/2019,1485.412,
11/20/2019,1193.32,
11/21/2019,1503.722,
11/22/2019,1285.834,
11/25/2019,1358.14,
11/26/2019,2332.534,
11/27/2019,1338.963,
11/28/2019,759.462,
11/29/2019,1052.774,
12/02/2019,885.691,
12/03/2019,1596.212,
12/04/2019,1064.553,
12/05/2019,912.606,
12/06/2019,992.958,
12/09/2019,963.275,
12/10/2019,1039.062,
12/11/2019,919.039,
12/12/2019,1117.12,
12/13/2019,1272.844,
12/16/2019,955.585,
12/17/2019,1160.43,
12/18/2019,1293.188,
12/19/2019,1131.923,
12/20/2019,1311.376,
12/23/2019,1309.56,
12/24/2019,595.269,
12/26/2019,1096.386,
12/27/2019,1371.7,
12/30/2019,1345.148,
12/31/2019,710.694,
01/02/2020,1784.405,
01/03/2020,1658.573,
01/06/2020,1304.937,
01/07/2020,1495.742,
01/08/2020,2109.805,
01/09/2020,1904.838,
01/10/2020,1565.845,
01/13/2020,1352.954,
01/14/2020,1489.465,
01/15/2020,1304.189,
01/16/2020,1398.648,
01/17/2020,2066.425,
01/20/2020,2470.607,
01/21/2020,2654.503,
01/22/2020,1986.649,
01/23/2020,2179.042,
